,audio,sentence
3415,"{'array': array([array([ 0.0000000e+00,  0.0000000e+00,  0.0000000e+00, ...,
              -1.2390100e-06,  4.9637526e-07, -2.0549660e-07], dtype=float32),
       array([ 0.0000000e+00,  0.0000000e+00,  0.0000000e+00, ...,
              -1.2390100e-06,  4.9637526e-07, -2.0549660e-07], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_44220382_60801132.wav', 'sampling_rate': 16000}",when i extend my leg there is pain in knee joint
3416,"{'array': array([array([-0.00037883, -0.00068114, -0.00058382, ...,  0.0005897 ,
               0.0004684 ,  0.00026754], dtype=float32)               ,
       array([-0.00037883, -0.00068114, -0.00058382, ...,  0.0005897 ,
               0.0004684 ,  0.00026754], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43719934_102142986.wav', 'sampling_rate': 16000}",There is so much pain when I move my arm.
3417,"{'array': array([array([-0.0030157 , -0.00243812,  0.00084019, ...,  0.05339594,
               0.00605508, -0.01134811], dtype=float32)               ,
       array([-0.0030157 , -0.00243812,  0.00084019, ...,  0.05339594,
               0.00605508, -0.01134811], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_36214391_75374839.wav', 'sampling_rate': 16000}","after playing football, i have muscle pain with my both legs."
3418,"{'array': array([array([-7.2451496e-07,  1.0843243e-05,  1.0348954e-06, ...,
              -3.1574209e-06,  1.0706786e-05,  2.7103019e-06], dtype=float32),
       array([-7.2451496e-07,  1.0843243e-05,  1.0348954e-06, ...,
              -3.1574209e-06,  1.0706786e-05,  2.7103019e-06], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_28006404_27001748.wav', 'sampling_rate': 16000}",I can't really jump on my left foot because my triple fracture of the ankle left me with neverending pains.
3419,"{'array': array([array([-9.5296768e-04,  9.7308759e-05, -1.7289221e-03, ...,
               1.0680964e-02,  8.7705692e-03,  7.1322690e-03], dtype=float32),
       array([-9.5296768e-04,  9.7308759e-05, -1.7289221e-03, ...,
               1.0680964e-02,  8.7705692e-03,  7.1322690e-03], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_41221824_89559598.wav', 'sampling_rate': 16000}",I feel shoulder pain at intervals of time.
3420,"{'array': array([array([ 2.9115317e-05,  5.1859046e-05, -1.5390229e-05, ...,
               1.4291440e-04, -5.7390247e-05, -5.5389537e-05], dtype=float32),
       array([ 2.9115317e-05,  5.1859046e-05, -1.5390229e-05, ...,
               1.4291440e-04, -5.7390247e-05, -5.5389537e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_15004831_68584765.wav', 'sampling_rate': 16000}",I'm suffering from sharp cough Accompanied by  phlegm
3421,"{'array': array([array([-0.00061745, -0.00018996,  0.00067867, ...,  0.00016423,
               0.00016935,  0.00011726], dtype=float32)               ,
       array([-0.00061745, -0.00018996,  0.00067867, ...,  0.00016423,
               0.00016935,  0.00011726], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44246595_12356944.wav', 'sampling_rate': 16000}",chronic disease of hair follicles and sebaceous glands.
3422,"{'array': array([array([ 1.4819802e-03,  1.6115597e-03, -9.8851230e-04, ...,
              -1.1411677e-05,  2.1164717e-04,  3.2675941e-04], dtype=float32),
       array([ 1.4730614e-03,  1.6082416e-03, -9.9907687e-04, ...,
              -1.1411677e-05,  2.1164717e-04,  3.2675941e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_39438102_66911427.wav', 'sampling_rate': 16000}",I feel shoulder pain at intervals of time.
3423,"{'array': array([array([ 9.9128229e-04,  1.8242961e-03,  1.6204182e-03, ...,
               7.6233700e-04, -1.0423749e-05,  1.0496735e-03], dtype=float32),
       array([ 9.9128229e-04,  1.8242961e-03,  1.6204182e-03, ...,
               7.6233700e-04, -1.0423749e-05,  1.0496735e-03], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_38042052_76578153.wav', 'sampling_rate': 16000}",I often get a sharp pain in my chest and I can't tell what I'm doing that might be triggering it.
3424,"{'array': array([array([ 7.0890842e-04,  8.5812464e-04,  5.2391947e-04, ...,
               3.5472560e-05,  4.5678556e-05, -2.0554184e-04], dtype=float32),
       array([ 7.0890842e-04,  8.5812464e-04,  5.2391947e-04, ...,
               3.5472560e-05,  4.5678556e-05, -2.0554184e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_35408915_39410155.wav', 'sampling_rate': 16000}",I have difficulty in breathing in crowded places.
3425,"{'array': array([array([0.01096926, 0.01776348, 0.01618705, ..., 0.01626635, 0.0188242 ,
              0.00847326], dtype=float32)                                     ,
       array([0.01096926, 0.01776348, 0.01618705, ..., 0.01626635, 0.0188242 ,
              0.00847326], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_39142299_23050951.wav', 'sampling_rate': 16000}",I think I sprained my ankle it really hurts.
3426,"{'array': array([array([0.00058676, 0.00080641, 0.00121821, ..., 0.00177992, 0.00151686,
              0.00101993], dtype=float32)                                     ,
       array([0.00058676, 0.00080641, 0.00121821, ..., 0.00177992, 0.00151686,
              0.00101993], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_22345789_94720713.wav', 'sampling_rate': 16000}",My shoulder has agreat pain
3427,"{'array': array([array([-9.9608724e-07, -1.1843976e-04, -2.4145612e-04, ...,
               2.1428766e-04, -2.1090594e-04, -5.2581984e-04], dtype=float32),
       array([-9.9608724e-07, -1.1843976e-04, -2.4145612e-04, ...,
               2.1428766e-04, -2.1090594e-04, -5.2581984e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_43719934_73877271.wav', 'sampling_rate': 16000}",I have a pain internal
3428,"{'array': array([array([-4.9884453e-05, -1.9229172e-05,  1.3952697e-05, ...,
              -6.3065786e-06, -1.9165525e-05,  2.7666349e-05], dtype=float32),
       array([-4.9884453e-05, -1.9229172e-05,  1.3952697e-05, ...,
              -6.3065786e-06, -1.9165525e-05,  2.7666349e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_15004831_75104127.wav', 'sampling_rate': 16000}",I feel congestion in my chest
3429,"{'array': array([array([-1.8074901e-03, -2.0177937e-03, -3.3986667e-04, ...,
               2.4928778e-04,  2.1406174e-04, -1.1955463e-05], dtype=float32),
       array([-1.8074901e-03, -2.0177937e-03, -3.3986667e-04, ...,
               2.4928778e-04,  2.1406174e-04, -1.1955463e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_41203338_73002436.wav', 'sampling_rate': 16000}",When I was young I had an injury from sports in my knee.
3430,"{'array': array([array([ 1.1788584e-04,  6.4241409e-04,  1.0943769e-03, ...,
              -1.5839073e-03, -6.7515753e-04,  2.4485593e-05], dtype=float32),
       array([ 1.1788584e-04,  6.4241409e-04,  1.0943769e-03, ...,
              -1.5839073e-03, -6.7515753e-04,  2.4485593e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_38042052_12162108.wav', 'sampling_rate': 16000}",My chest acne breaks out and never clears up.
3431,"{'array': array([array([-0.01221468, -0.02196553, -0.02128694, ..., -0.00517575,
              -0.01085994, -0.0237662 ], dtype=float32)               ,
       array([-0.01221468, -0.02196553, -0.02128694, ..., -0.00517575,
              -0.01085994, -0.0237662 ], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43758322_14022156.wav', 'sampling_rate': 16000}",Chronic bone disease at the level of the doubles of the lower Estremidades
3432,"{'array': array([array([-2.0312008e-03, -2.8747742e-03, -1.2372532e-03, ...,
              -2.5342992e-03,  2.2421698e-05,  6.9245067e-03], dtype=float32),
       array([-2.0312008e-03, -2.8747742e-03, -1.2372532e-03, ...,
              -2.5342992e-03,  2.2421698e-05,  6.9245067e-03], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_35444693_46826812.wav', 'sampling_rate': 16000}",I cut my foot at the pool and it breaks open every day when I walk on it.
3433,"{'array': array([array([-0.00228517, -0.00372932, -0.00319008, ...,  0.0016726 ,
               0.00225702,  0.00094927], dtype=float32)               ,
       array([-0.00228517, -0.00372932, -0.00319008, ...,  0.0016726 ,
               0.00225702,  0.00094927], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_36929821_29693136.wav', 'sampling_rate': 16000}",Chronic bowel Pain
3434,"{'array': array([array([0.0019662 , 0.00624948, 0.00852277, ..., 0.00271367, 0.00254124,
              0.00339285], dtype=float32)                                     ,
       array([0.0019662 , 0.00624948, 0.00852277, ..., 0.00271367, 0.00254124,
              0.00339285], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_44273314_68456497.wav', 'sampling_rate': 16000}",i feel sad
3435,"{'array': array([array([-0.02480995, -0.04422769, -0.04361531, ...,  0.01824008,
               0.02311029,  0.00766558], dtype=float32)               ,
       array([-0.02480995, -0.04422769, -0.04361531, ...,  0.01824008,
               0.02311029,  0.00766558], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44160489_54710844.wav', 'sampling_rate': 16000}",my shoulder is hurting me
3436,"{'array': array([array([ 0.00645118, -0.00211514,  0.00106737, ...,  0.00025733,
               0.00037816,  0.0001588 ], dtype=float32)               ,
       array([ 0.00645118, -0.00211514,  0.00106737, ...,  0.00025733,
               0.00037816,  0.0001588 ], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44093933_15345897.wav', 'sampling_rate': 16000}",Since I went into the forest  I have pain on my ear
3437,"{'array': array([array([ 0.01258831,  0.01423325,  0.0068246 , ..., -0.0360759 ,
              -0.0342548 , -0.03271912], dtype=float32)               ,
       array([ 0.01258831,  0.01423325,  0.0068246 , ..., -0.0360759 ,
              -0.0342548 , -0.03271912], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43794413_43685671.wav', 'sampling_rate': 16000}",i feel that is great pain in my left shoulder
3438,"{'array': array([array([-3.1718002e-05, -2.0332329e-04,  5.0206741e-05, ...,
              -2.3258460e-04, -4.8842758e-04, -5.6150020e-04], dtype=float32),
       array([-3.1718002e-05, -2.0332329e-04,  5.0206741e-05, ...,
              -2.3258460e-04, -4.8842758e-04, -5.6150020e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_35408915_98453832.wav', 'sampling_rate': 16000}",I get clusters of pimples on my face that never go away.
3439,"{'array': array([array([0.        , 0.        , 0.        , ..., 0.03767339, 0.05042488,
              0.03384867], dtype=float32)                                     ,
       array([0.        , 0.        , 0.        , ..., 0.03767339, 0.05042488,
              0.03384867], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_44091626_63126564.wav', 'sampling_rate': 16000}",Sharp pain and heavy breathing
3440,"{'array': array([array([ 0.00660758,  0.00708236,  0.00623908, ..., -0.00675034,
              -0.00710261, -0.0037376 ], dtype=float32)               ,
       array([ 0.00660758,  0.00708236,  0.00623908, ..., -0.00675034,
              -0.00710261, -0.0037376 ], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44259428_86445054.wav', 'sampling_rate': 16000}",My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.
3441,"{'array': array([array([-0.00165061, -0.00368241, -0.00335724, ...,  0.00162253,
               0.002782  ,  0.00203025], dtype=float32)               ,
       array([-0.00165061, -0.00368241, -0.00335724, ...,  0.00162253,
               0.002782  ,  0.00203025], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_21665495_84890117.wav', 'sampling_rate': 16000}",I can't do anything I feel a weak in my body
3442,"{'array': array([array([ 1.3707269e-03, -2.5292745e-04, -4.6337871e-03, ...,
               2.1056901e-05, -2.0149825e-04, -6.2713539e-04], dtype=float32),
       array([ 1.3707269e-03, -2.5292745e-04, -4.6337871e-03, ...,
               2.1056901e-05, -2.0149825e-04, -6.2713539e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_36505751_23995805.wav', 'sampling_rate': 16000}",I made lots and lots of analysis to know the main reason for my stomach ache
3443,"{'array': array([array([0.00015132, 0.0002268 , 0.00019009, ..., 0.00088932, 0.00103354,
              0.0006585 ], dtype=float32)                                     ,
       array([0.00015132, 0.0002268 , 0.00019009, ..., 0.00088932, 0.00103354,
              0.0006585 ], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_43620482_72755513.wav', 'sampling_rate': 16000}",I fell a stiffness in my elbows and shoulders
3444,"{'array': array([array([ 0.00261601, -0.00222849, -0.00244693, ..., -0.00660255,
              -0.00070817, -0.00206859], dtype=float32)               ,
       array([ 0.00261601, -0.00222849, -0.00244693, ..., -0.00660255,
              -0.00070817, -0.00206859], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43951421_108895312.wav', 'sampling_rate': 16000}",My skin is itching.
3445,"{'array': array([array([0.00310172, 0.00508993, 0.00437656, ..., 0.00645345, 0.00684754,
              0.00622981], dtype=float32)                                     ,
       array([0.00310172, 0.00508993, 0.00437656, ..., 0.00645345, 0.00684754,
              0.00622981], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_43856216_59977535.wav', 'sampling_rate': 16000}","My husband left me for another woman, my heart hurts so badly to the point I can't eat or sleep."
